Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
1,Matrix_Multiplication,In-Order,1.0,408.2,0.79,0,0.5,1.01,409.8,0.8
2,Matrix_Multiplication,In-Order,1.19,417.4,0.84,0,0.59,1.15,412.1,0.85
3,Matrix_Multiplication,In-Order,1.11,402.9,0.82,0,0.56,1.09,417.6,0.83
4,Matrix_Multiplication,In-Order,1.05,406.0,0.8,0,0.52,1.07,411.5,0.81
5,Matrix_Multiplication,In-Order,1.2,425.2,0.82,0,0.6,1.18,434.9,0.83
6,Matrix_Multiplication,In-Order,1.2,418.4,0.79,0,0.6,1.13,417.2,0.79
7,Matrix_Multiplication,In-Order,1.26,412.5,0.88,0,0.63,1.23,409.0,0.87
8,Matrix_Multiplication,In-Order,1.01,402.1,0.83,0,0.5,0.99,408.7,0.83
9,Matrix_Multiplication,In-Order,1.22,410.5,0.84,0,0.61,1.26,405.8,0.85
10,Matrix_Multiplication,In-Order,0.95,410.4,0.84,0,0.48,0.94,410.7,0.84
1,Matrix_Multiplication,In-Order,1.05,417.0,0.8,0,0.52,1.1,439.7,0.8
2,Matrix_Multiplication,In-Order,1.05,401.7,0.83,0,0.53,1.01,389.8,0.83
3,Matrix_Multiplication,In-Order,1.11,416.2,0.83,0,0.56,1.12,431.3,0.83
4,Matrix_Multiplication,In-Order,1.1,408.7,0.86,0,0.55,1.14,402.5,0.85
5,Matrix_Multiplication,In-Order,1.03,408.5,0.84,0,0.51,1.03,410.8,0.84
6,Matrix_Multiplication,In-Order,1.07,405.0,0.83,0,0.53,1.07,405.8,0.83
7,Matrix_Multiplication,In-Order,1.07,403.0,0.83,0,0.53,1.02,401.8,0.83
8,Matrix_Multiplication,In-Order,1.12,401.1,0.81,0,0.56,1.15,418.1,0.79
9,Matrix_Multiplication,In-Order,1.32,428.3,0.81,0,0.66,1.34,404.5,0.8
10,Matrix_Multiplication,In-Order,1.1,411.3,0.82,0,0.55,1.05,417.1,0.83
1,Matrix_Multiplication,In-Order,1.23,403.9,0.8,0,0.61,1.22,409.7,0.79
2,Matrix_Multiplication,In-Order,1.25,400.5,0.86,0,0.62,1.19,407.8,0.86
3,Matrix_Multiplication,In-Order,1.13,409.8,0.81,0,0.56,1.15,389.4,0.81
4,Matrix_Multiplication,In-Order,1.03,401.5,0.85,0,0.51,1.04,395.3,0.85
5,Matrix_Multiplication,In-Order,1.13,409.5,0.78,0,0.56,1.1,406.1,0.78
6,Matrix_Multiplication,In-Order,1.19,433.6,0.82,0,0.6,1.17,437.8,0.84
7,Matrix_Multiplication,In-Order,1.14,404.4,0.84,0,0.57,1.09,398.7,0.84
8,Matrix_Multiplication,In-Order,1.19,418.7,0.82,0,0.6,1.21,415.0,0.79
9,Matrix_Multiplication,In-Order,1.19,401.6,0.81,0,0.6,1.17,414.0,0.82
10,Matrix_Multiplication,In-Order,1.02,403.2,0.82,0,0.51,1.02,412.4,0.8
1,Matrix_Multiplication,In-Order,1.12,412.6,0.82,0,0.56,1.11,414.9,0.8
2,Matrix_Multiplication,In-Order,1.17,410.5,0.82,0,0.59,1.16,416.6,0.82
3,Matrix_Multiplication,In-Order,1.13,421.4,0.83,0,0.57,1.08,412.6,0.81
4,Matrix_Multiplication,In-Order,1.12,402.8,0.82,0,0.56,1.1,407.5,0.81
5,Matrix_Multiplication,In-Order,1.16,406.5,0.83,0,0.58,1.19,398.6,0.82
6,Matrix_Multiplication,In-Order,1.02,409.7,0.81,0,0.51,1.1,397.7,0.82
7,Matrix_Multiplication,In-Order,0.96,401.9,0.81,0,0.48,1.02,392.2,0.82
8,Matrix_Multiplication,In-Order,1.08,400.7,0.82,0,0.54,1.12,392.4,0.81
9,Matrix_Multiplication,In-Order,1.2,411.6,0.87,0,0.6,1.19,423.2,0.87
10,Matrix_Multiplication,In-Order,1.03,409.1,0.8,0,0.51,1.08,405.9,0.8
1,Matrix_Multiplication,In-Order,1.13,414.7,0.8,0,0.57,1.09,415.7,0.8
2,Matrix_Multiplication,In-Order,1.11,405.0,0.81,0,0.56,1.1,416.9,0.8
3,Matrix_Multiplication,In-Order,1.24,410.6,0.79,0,0.62,1.32,429.2,0.82
4,Matrix_Multiplication,In-Order,1.07,405.5,0.81,0,0.54,1.06,404.3,0.81
5,Matrix_Multiplication,In-Order,1.06,400.1,0.82,0,0.53,1.07,402.5,0.81
6,Matrix_Multiplication,In-Order,0.99,426.0,0.81,0,0.49,0.9,426.2,0.8
7,Matrix_Multiplication,In-Order,1.03,406.2,0.84,0,0.51,1.03,400.0,0.83
8,Matrix_Multiplication,In-Order,1.1,439.2,0.82,0,0.55,1.0,446.8,0.82
9,Matrix_Multiplication,In-Order,1.19,409.0,0.84,0,0.6,1.24,409.9,0.84
10,Matrix_Multiplication,In-Order,1.18,407.3,0.83,0,0.59,1.09,407.0,0.83
1,Matrix_Multiplication,In-Order,1.15,402.9,0.82,0,0.57,1.16,401.3,0.82
2,Matrix_Multiplication,In-Order,1.03,409.3,0.81,0,0.51,1.01,409.5,0.78
3,Matrix_Multiplication,In-Order,1.19,429.5,0.79,0,0.59,1.18,432.4,0.79
4,Matrix_Multiplication,In-Order,1.1,406.2,0.8,0,0.55,1.12,404.4,0.81
5,Matrix_Multiplication,In-Order,1.04,400.8,0.82,0,0.52,1.07,423.4,0.82
6,Matrix_Multiplication,In-Order,1.09,405.8,0.79,0,0.55,1.12,413.1,0.79
7,Matrix_Multiplication,In-Order,1.17,403.5,0.76,0,0.59,1.14,387.5,0.77
8,Matrix_Multiplication,In-Order,1.05,407.1,0.82,0,0.52,1.07,404.1,0.84
9,Matrix_Multiplication,In-Order,1.04,402.6,0.79,0,0.52,1.05,398.9,0.77
10,Matrix_Multiplication,In-Order,1.11,401.0,0.86,0,0.55,1.07,391.6,0.84
1,Matrix_Multiplication,In-Order,0.92,405.4,0.79,0,0.46,0.87,392.0,0.8
2,Matrix_Multiplication,In-Order,1.16,404.1,0.82,0,0.58,1.21,412.3,0.82
3,Matrix_Multiplication,In-Order,1.24,402.6,0.84,0,0.62,1.23,381.3,0.86
4,Matrix_Multiplication,In-Order,1.15,418.5,0.84,0,0.57,1.2,392.4,0.84
5,Matrix_Multiplication,In-Order,1.09,401.9,0.86,0,0.55,1.06,393.9,0.87
6,Matrix_Multiplication,In-Order,1.16,409.2,0.86,0,0.58,1.13,389.0,0.86
7,Matrix_Multiplication,In-Order,1.09,408.8,0.86,0,0.54,1.12,395.5,0.87
8,Matrix_Multiplication,In-Order,1.05,420.1,0.83,0,0.53,1.08,421.1,0.82
9,Matrix_Multiplication,In-Order,1.21,411.5,0.77,0,0.6,1.25,414.4,0.77
10,Matrix_Multiplication,In-Order,1.11,402.9,0.85,0,0.55,1.16,392.8,0.86
1,Matrix_Multiplication,In-Order,1.27,400.3,0.79,0,0.64,1.36,410.4,0.79
2,Matrix_Multiplication,In-Order,1.09,404.5,0.78,0,0.54,1.13,424.8,0.81
3,Matrix_Multiplication,In-Order,1.03,422.7,0.78,0,0.52,1.06,419.9,0.79
4,Matrix_Multiplication,In-Order,1.1,402.5,0.85,0,0.55,1.11,393.4,0.84
5,Matrix_Multiplication,In-Order,1.22,401.9,0.81,0,0.61,1.19,377.5,0.8
6,Matrix_Multiplication,In-Order,1.14,407.4,0.81,0,0.57,1.1,409.0,0.83
7,Matrix_Multiplication,In-Order,1.02,427.5,0.78,0,0.51,0.96,430.5,0.78
8,Matrix_Multiplication,In-Order,1.07,400.9,0.83,0,0.54,1.07,404.2,0.81
9,Matrix_Multiplication,In-Order,1.03,412.1,0.82,0,0.52,1.01,398.4,0.82
10,Matrix_Multiplication,In-Order,1.06,404.8,0.75,0,0.53,1.11,410.8,0.76
1,Matrix_Multiplication,In-Order,1.14,400.4,0.83,0,0.57,1.1,422.2,0.83
2,Matrix_Multiplication,In-Order,0.99,400.9,0.79,0,0.5,0.96,403.1,0.81
3,Matrix_Multiplication,In-Order,1.11,414.9,0.81,0,0.55,1.07,420.6,0.81
4,Matrix_Multiplication,In-Order,1.17,415.8,0.85,0,0.58,1.15,397.7,0.87
5,Matrix_Multiplication,In-Order,1.15,419.8,0.82,0,0.57,1.09,421.8,0.84
6,Matrix_Multiplication,In-Order,1.13,409.7,0.85,0,0.56,1.15,417.4,0.85
7,Matrix_Multiplication,In-Order,1.14,404.0,0.81,0,0.57,1.17,396.7,0.82
8,Matrix_Multiplication,In-Order,1.07,407.4,0.8,0,0.53,1.13,415.1,0.79
9,Matrix_Multiplication,In-Order,1.01,401.6,0.84,0,0.5,1.01,398.5,0.86
10,Matrix_Multiplication,In-Order,1.05,403.2,0.81,0,0.52,1.11,390.0,0.81
1,Matrix_Multiplication,In-Order,1.02,438.0,0.84,0,0.51,1.05,449.4,0.86
2,Matrix_Multiplication,In-Order,1.22,401.2,0.82,0,0.61,1.23,411.1,0.84
3,Matrix_Multiplication,In-Order,0.98,409.3,0.82,0,0.49,0.95,423.8,0.81
4,Matrix_Multiplication,In-Order,1.13,412.3,0.84,0,0.56,1.11,419.2,0.84
5,Matrix_Multiplication,In-Order,1.11,402.1,0.8,0,0.55,1.08,394.3,0.81
6,Matrix_Multiplication,In-Order,1.21,420.6,0.82,0,0.61,1.2,425.0,0.84
7,Matrix_Multiplication,In-Order,1.16,400.6,0.84,0,0.58,1.09,396.2,0.86
8,Matrix_Multiplication,In-Order,1.09,408.3,0.86,0,0.55,1.06,418.2,0.86
9,Matrix_Multiplication,In-Order,1.09,409.7,0.79,0,0.54,1.12,391.8,0.82
10,Matrix_Multiplication,In-Order,0.99,441.2,0.85,0,0.49,1.03,444.6,0.87
1,Matrix_Multiplication,In-Order,1.13,405.0,0.85,0,0.57,1.15,391.0,0.86
2,Matrix_Multiplication,In-Order,1.07,404.4,0.83,0,0.54,1.1,415.6,0.82
3,Matrix_Multiplication,In-Order,1.06,406.0,0.88,0,0.53,1.05,406.4,0.87
4,Matrix_Multiplication,In-Order,1.16,402.7,0.86,0,0.58,1.12,392.4,0.84
5,Matrix_Multiplication,In-Order,1.11,401.3,0.84,0,0.56,1.14,406.7,0.82
6,Matrix_Multiplication,In-Order,1.14,404.1,0.82,0,0.57,1.11,420.6,0.82
7,Matrix_Multiplication,In-Order,1.23,402.6,0.78,0,0.62,1.23,400.8,0.79
8,Matrix_Multiplication,In-Order,1.09,409.7,0.81,0,0.54,1.05,402.3,0.81
9,Matrix_Multiplication,In-Order,1.13,407.3,0.8,0,0.56,1.17,405.5,0.8
10,Matrix_Multiplication,In-Order,1.14,420.1,0.81,0,0.57,1.16,420.7,0.82
1,Matrix_Multiplication,In-Order,1.13,403.8,0.82,0,0.56,1.13,405.5,0.83
2,Matrix_Multiplication,In-Order,1.13,402.8,0.81,0,0.56,1.1,390.8,0.8
3,Matrix_Multiplication,In-Order,1.07,422.1,0.79,0,0.53,1.08,415.6,0.81
4,Matrix_Multiplication,In-Order,1.14,400.1,0.85,0,0.57,1.12,385.2,0.88
5,Matrix_Multiplication,In-Order,1.17,419.8,0.85,0,0.58,1.18,425.4,0.85
6,Matrix_Multiplication,In-Order,1.02,405.8,0.82,0,0.51,0.98,403.5,0.84
7,Matrix_Multiplication,In-Order,1.04,402.1,0.87,0,0.52,1.07,409.5,0.89
8,Matrix_Multiplication,In-Order,1.1,417.0,0.83,0,0.55,1.11,393.0,0.84
9,Matrix_Multiplication,In-Order,1.09,402.4,0.8,0,0.54,1.09,397.2,0.79
10,Matrix_Multiplication,In-Order,1.18,405.6,0.82,0,0.59,1.11,397.0,0.8
1,Matrix_Multiplication,In-Order,1.12,400.8,0.82,0,0.56,1.14,420.1,0.83
2,Matrix_Multiplication,In-Order,1.06,410.4,0.89,0,0.53,1.06,412.4,0.89
3,Matrix_Multiplication,In-Order,1.14,404.3,0.83,0,0.57,1.11,405.8,0.82
4,Matrix_Multiplication,In-Order,1.05,403.3,0.79,0,0.52,1.01,397.8,0.78
5,Matrix_Multiplication,In-Order,1.12,412.6,0.84,0,0.56,1.07,417.3,0.83
6,Matrix_Multiplication,In-Order,1.11,405.0,0.84,0,0.55,1.15,395.8,0.83
7,Matrix_Multiplication,In-Order,1.13,406.4,0.81,0,0.56,1.11,412.6,0.78
8,Matrix_Multiplication,In-Order,1.06,409.8,0.82,0,0.53,1.06,383.3,0.81
9,Matrix_Multiplication,In-Order,1.15,408.9,0.81,0,0.57,1.15,407.1,0.8
10,Matrix_Multiplication,In-Order,0.95,405.5,0.84,0,0.47,0.94,406.3,0.84
1,Matrix_Multiplication,In-Order,1.15,417.4,0.78,0,0.58,1.12,431.2,0.8
2,Matrix_Multiplication,In-Order,1.13,407.4,0.81,0,0.57,1.11,405.9,0.81
3,Matrix_Multiplication,In-Order,1.03,417.8,0.83,0,0.52,1.0,435.8,0.84
4,Matrix_Multiplication,In-Order,1.02,405.9,0.82,0,0.51,1.06,407.3,0.81
5,Matrix_Multiplication,In-Order,1.17,402.2,0.88,0,0.58,1.22,402.1,0.89
6,Matrix_Multiplication,In-Order,1.15,411.3,0.84,0,0.57,1.11,411.3,0.85
7,Matrix_Multiplication,In-Order,1.18,408.0,0.77,0,0.59,1.17,417.1,0.76
8,Matrix_Multiplication,In-Order,1.22,404.3,0.8,0,0.61,1.22,425.8,0.82
9,Matrix_Multiplication,In-Order,1.14,402.4,0.82,0,0.57,1.11,393.5,0.82
10,Matrix_Multiplication,In-Order,1.05,435.7,0.83,0,0.52,1.07,438.9,0.83
1,Matrix_Multiplication,In-Order,1.07,402.3,0.81,0,0.53,1.02,412.9,0.81
2,Matrix_Multiplication,In-Order,1.14,403.0,0.81,0,0.57,1.1,398.5,0.81
3,Matrix_Multiplication,In-Order,1.17,401.2,0.8,0,0.59,1.14,400.6,0.81
4,Matrix_Multiplication,In-Order,1.05,409.5,0.81,0,0.53,1.06,401.7,0.8
5,Matrix_Multiplication,In-Order,1.11,400.8,0.86,0,0.55,1.14,391.4,0.85
6,Matrix_Multiplication,In-Order,1.16,401.8,0.78,0,0.58,1.14,393.2,0.78
7,Matrix_Multiplication,In-Order,0.96,439.2,0.8,0,0.48,0.89,417.1,0.8
8,Matrix_Multiplication,In-Order,1.13,401.6,0.83,0,0.56,1.11,395.7,0.84
9,Matrix_Multiplication,In-Order,1.16,412.2,0.82,0,0.58,1.16,412.7,0.84
10,Matrix_Multiplication,In-Order,1.03,400.4,0.81,0,0.52,1.01,398.8,0.79
1,Matrix_Multiplication,In-Order,1.12,416.1,0.81,0,0.56,1.17,428.3,0.79
2,Matrix_Multiplication,In-Order,1.22,400.7,0.86,0,0.61,1.25,408.9,0.83
3,Matrix_Multiplication,In-Order,1.05,411.0,0.83,0,0.52,0.99,413.4,0.82
4,Matrix_Multiplication,In-Order,1.04,407.5,0.84,0,0.52,1.07,407.2,0.81
5,Matrix_Multiplication,In-Order,0.99,416.1,0.81,0,0.49,1.02,418.4,0.82
6,Matrix_Multiplication,In-Order,1.12,402.5,0.82,0,0.56,1.17,389.8,0.83
7,Matrix_Multiplication,In-Order,1.07,444.5,0.85,0,0.54,1.1,447.1,0.84
8,Matrix_Multiplication,In-Order,1.27,400.0,0.8,0,0.63,1.33,419.4,0.79
9,Matrix_Multiplication,In-Order,1.15,407.5,0.8,0,0.58,1.17,414.0,0.81
10,Matrix_Multiplication,In-Order,1.04,414.1,0.83,0,0.52,1.04,416.3,0.81
1,Matrix_Multiplication,In-Order,0.94,414.3,0.82,0,0.47,0.88,431.2,0.81
2,Matrix_Multiplication,In-Order,1.17,410.4,0.82,0,0.59,1.15,402.6,0.8
3,Matrix_Multiplication,In-Order,1.14,405.9,0.83,0,0.57,1.19,404.0,0.81
4,Matrix_Multiplication,In-Order,1.04,400.1,0.81,0,0.52,1.05,392.3,0.8
5,Matrix_Multiplication,In-Order,1.09,400.5,0.83,0,0.54,1.09,402.0,0.83
6,Matrix_Multiplication,In-Order,1.03,402.4,0.77,0,0.51,1.0,383.6,0.77
7,Matrix_Multiplication,In-Order,1.18,406.9,0.83,0,0.59,1.24,410.3,0.83
8,Matrix_Multiplication,In-Order,1.06,440.9,0.86,0,0.53,1.01,444.3,0.86
9,Matrix_Multiplication,In-Order,1.04,401.6,0.79,0,0.52,1.04,410.4,0.81
10,Matrix_Multiplication,In-Order,1.04,410.4,0.81,0,0.52,1.06,408.3,0.81
1,Matrix_Multiplication,In-Order,1.08,410.5,0.83,0,0.54,1.09,412.9,0.84
2,Matrix_Multiplication,In-Order,1.2,412.0,0.81,0,0.6,1.14,418.3,0.82
3,Matrix_Multiplication,In-Order,1.12,412.3,0.79,0,0.56,1.13,418.1,0.81
4,Matrix_Multiplication,In-Order,1.12,400.6,0.86,0,0.56,1.19,411.9,0.86
5,Matrix_Multiplication,In-Order,1.13,403.4,0.87,0,0.56,1.11,412.3,0.83
6,Matrix_Multiplication,In-Order,1.07,415.5,0.8,0,0.54,1.04,401.4,0.82
7,Matrix_Multiplication,In-Order,1.04,401.8,0.83,0,0.52,1.04,399.0,0.84
8,Matrix_Multiplication,In-Order,1.17,404.0,0.8,0,0.58,1.18,410.8,0.8
9,Matrix_Multiplication,In-Order,0.96,465.8,0.81,0,0.48,0.93,454.2,0.8
10,Matrix_Multiplication,In-Order,1.09,404.5,0.85,0,0.55,1.09,406.0,0.85
1,Matrix_Multiplication,In-Order,1.05,402.0,0.78,0,0.53,1.0,387.5,0.78
2,Matrix_Multiplication,In-Order,1.08,411.0,0.8,0,0.54,1.08,406.8,0.81
3,Matrix_Multiplication,In-Order,1.13,407.1,0.86,0,0.57,1.17,419.4,0.87
4,Matrix_Multiplication,In-Order,1.11,400.5,0.79,0,0.56,1.12,419.3,0.76
5,Matrix_Multiplication,In-Order,1.07,400.8,0.81,0,0.54,1.12,409.3,0.81
6,Matrix_Multiplication,In-Order,1.03,400.8,0.84,0,0.51,1.1,406.0,0.84
7,Matrix_Multiplication,In-Order,1.06,401.0,0.87,0,0.53,1.13,394.8,0.87
8,Matrix_Multiplication,In-Order,0.98,410.4,0.78,0,0.49,0.99,416.6,0.76
9,Matrix_Multiplication,In-Order,1.25,421.4,0.86,0,0.62,1.22,414.5,0.85
10,Matrix_Multiplication,In-Order,1.0,403.5,0.82,0,0.5,1.0,421.7,0.82
1,Matrix_Multiplication,In-Order,1.11,400.4,0.82,0,0.55,1.1,407.0,0.81
2,Matrix_Multiplication,In-Order,1.02,407.1,0.79,0,0.51,1.07,418.0,0.79
3,Matrix_Multiplication,In-Order,1.12,400.1,0.8,0,0.56,1.16,423.6,0.79
4,Matrix_Multiplication,In-Order,1.03,409.3,0.84,0,0.52,1.08,404.1,0.83
5,Matrix_Multiplication,In-Order,1.19,410.5,0.79,0,0.59,1.16,405.4,0.8
6,Matrix_Multiplication,In-Order,1.06,402.7,0.81,0,0.53,1.05,399.7,0.81
7,Matrix_Multiplication,In-Order,1.14,405.7,0.78,0,0.57,1.19,407.2,0.79
8,Matrix_Multiplication,In-Order,1.12,413.0,0.87,0,0.56,1.13,425.4,0.88
9,Matrix_Multiplication,In-Order,1.18,402.4,0.81,0,0.59,1.21,400.0,0.82
10,Matrix_Multiplication,In-Order,1.03,410.9,0.82,0,0.51,1.1,420.8,0.82
1,Matrix_Multiplication,In-Order,1.08,400.1,0.81,0,0.54,1.08,400.6,0.81
2,Matrix_Multiplication,In-Order,1.06,404.2,0.79,0,0.53,1.09,411.4,0.8
3,Matrix_Multiplication,In-Order,1.11,402.1,0.79,0,0.56,1.11,413.2,0.79
4,Matrix_Multiplication,In-Order,1.04,401.4,0.78,0,0.52,1.02,402.5,0.78
5,Matrix_Multiplication,In-Order,1.15,402.7,0.77,0,0.58,1.13,398.4,0.76
6,Matrix_Multiplication,In-Order,1.12,402.9,0.89,0,0.56,1.07,409.3,0.87
7,Matrix_Multiplication,In-Order,1.02,403.4,0.8,0,0.51,0.98,426.9,0.82
8,Matrix_Multiplication,In-Order,0.96,409.2,0.82,0,0.48,0.96,401.6,0.81
9,Matrix_Multiplication,In-Order,1.13,405.5,0.83,0,0.56,1.11,414.3,0.83
10,Matrix_Multiplication,In-Order,1.28,406.7,0.81,0,0.64,1.25,396.9,0.79
1,Matrix_Multiplication,In-Order,1.05,401.1,0.82,0,0.53,1.1,402.2,0.83
2,Matrix_Multiplication,In-Order,0.97,406.9,0.82,0,0.49,0.93,418.5,0.82
3,Matrix_Multiplication,In-Order,1.12,406.4,0.83,0,0.56,1.17,386.1,0.83
4,Matrix_Multiplication,In-Order,1.11,402.0,0.86,0,0.56,1.06,405.4,0.85
5,Matrix_Multiplication,In-Order,1.1,425.7,0.83,0,0.55,1.13,431.0,0.85
6,Matrix_Multiplication,In-Order,1.03,401.0,0.81,0,0.52,0.99,405.0,0.8
7,Matrix_Multiplication,In-Order,1.2,403.7,0.77,0,0.6,1.23,416.0,0.74
8,Matrix_Multiplication,In-Order,1.15,407.9,0.81,0,0.57,1.12,420.2,0.78
9,Matrix_Multiplication,In-Order,1.0,400.0,0.85,0,0.5,1.02,382.1,0.85
10,Matrix_Multiplication,In-Order,1.21,436.2,0.78,0,0.6,1.17,431.4,0.75
1,Matrix_Multiplication,In-Order,1.11,404.5,0.81,0,0.56,1.1,412.9,0.81
2,Matrix_Multiplication,In-Order,1.06,405.2,0.78,0,0.53,1.14,412.5,0.78
3,Matrix_Multiplication,In-Order,1.12,405.2,0.86,0,0.56,1.16,399.9,0.85
4,Matrix_Multiplication,In-Order,0.96,401.0,0.79,0,0.48,0.99,409.3,0.78
5,Matrix_Multiplication,In-Order,1.21,405.7,0.79,0,0.6,1.14,395.2,0.79
6,Matrix_Multiplication,In-Order,0.97,423.7,0.84,0,0.48,0.93,425.8,0.85
7,Matrix_Multiplication,In-Order,1.02,407.3,0.83,0,0.51,1.05,406.6,0.82
8,Matrix_Multiplication,In-Order,1.07,403.0,0.87,0,0.54,1.07,400.3,0.86
9,Matrix_Multiplication,In-Order,1.11,408.8,0.82,0,0.55,1.12,408.4,0.8
10,Matrix_Multiplication,In-Order,1.05,411.4,0.83,0,0.52,1.06,412.3,0.83
1,Matrix_Multiplication,In-Order,1.28,407.7,0.81,0,0.64,1.32,409.3,0.81
2,Matrix_Multiplication,In-Order,1.13,405.8,0.82,0,0.56,1.16,400.6,0.82
3,Matrix_Multiplication,In-Order,1.12,413.1,0.79,0,0.56,1.17,425.3,0.78
4,Matrix_Multiplication,In-Order,1.06,406.9,0.84,0,0.53,1.04,412.6,0.82
5,Matrix_Multiplication,In-Order,1.09,408.4,0.82,0,0.54,1.08,409.5,0.83
6,Matrix_Multiplication,In-Order,1.0,401.8,0.85,0,0.5,1.0,401.0,0.85
7,Matrix_Multiplication,In-Order,1.07,409.6,0.79,0,0.53,1.14,413.3,0.79
8,Matrix_Multiplication,In-Order,1.11,405.2,0.82,0,0.56,1.11,402.1,0.82
9,Matrix_Multiplication,In-Order,1.04,405.2,0.81,0,0.52,1.03,397.9,0.83
10,Matrix_Multiplication,In-Order,1.07,405.0,0.82,0,0.53,1.05,393.3,0.81
1,Matrix_Multiplication,In-Order,1.05,403.4,0.84,0,0.52,1.07,392.2,0.83
2,Matrix_Multiplication,In-Order,1.12,405.0,0.85,0,0.56,1.12,384.6,0.84
3,Matrix_Multiplication,In-Order,1.12,403.0,0.83,0,0.56,1.18,392.5,0.82
4,Matrix_Multiplication,In-Order,1.08,400.7,0.8,0,0.54,1.01,393.9,0.82
5,Matrix_Multiplication,In-Order,1.02,410.6,0.84,0,0.51,1.03,408.0,0.85
6,Matrix_Multiplication,In-Order,1.17,402.0,0.79,0,0.59,1.17,404.2,0.79
7,Matrix_Multiplication,In-Order,1.09,404.5,0.84,0,0.55,1.13,406.6,0.85
8,Matrix_Multiplication,In-Order,1.04,418.9,0.82,0,0.52,1.03,412.7,0.81
