Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
4,Convolution,In-Order,2.39,301.5,0.89,0,1.2,2.36,297.9,0.88
5,Convolution,In-Order,2.58,327.9,0.93,0,1.29,2.65,347.1,0.95
6,Convolution,In-Order,2.57,314.2,0.93,0,1.28,2.63,325.1,0.93
7,Convolution,In-Order,2.38,300.8,0.92,0,1.19,2.37,295.6,0.92
8,Convolution,In-Order,2.48,304.5,0.93,0,1.24,2.5,295.0,0.93
9,Convolution,In-Order,2.52,309.9,0.91,0,1.26,2.53,330.0,0.91
10,Convolution,In-Order,2.42,327.6,0.89,0,1.21,2.44,329.5,0.89
1,Convolution,In-Order,2.46,321.2,0.91,0,1.23,2.44,317.9,0.91
2,Convolution,In-Order,2.52,318.6,0.93,0,1.26,2.54,322.8,0.93
3,Convolution,In-Order,2.5,304.2,0.85,0,1.25,2.46,313.7,0.85
4,Convolution,In-Order,2.39,296.5,0.91,0,1.19,2.37,285.2,0.9
5,Convolution,In-Order,2.52,314.8,0.92,0,1.26,2.53,320.3,0.94
6,Convolution,In-Order,2.53,321.0,0.91,0,1.27,2.49,315.5,0.89
7,Convolution,In-Order,2.52,313.2,0.9,0,1.26,2.53,320.2,0.88
8,Convolution,In-Order,2.48,304.6,0.89,0,1.24,2.5,301.5,0.88
9,Convolution,In-Order,2.41,299.4,0.93,0,1.21,2.39,297.3,0.94
10,Convolution,In-Order,2.48,308.0,0.89,0,1.24,2.48,304.7,0.89
1,Convolution,In-Order,2.57,296.8,0.91,0,1.28,2.6,294.7,0.92
2,Convolution,In-Order,2.49,326.6,0.9,0,1.25,2.49,310.3,0.91
3,Convolution,In-Order,2.39,300.3,0.87,0,1.19,2.39,310.5,0.86
4,Convolution,In-Order,2.5,302.7,0.86,0,1.25,2.49,296.4,0.87
5,Convolution,In-Order,2.49,320.3,0.92,0,1.24,2.52,331.9,0.93
6,Convolution,In-Order,2.55,308.6,0.88,0,1.27,2.55,316.4,0.88
7,Convolution,In-Order,2.56,321.0,0.88,0,1.28,2.58,314.7,0.9
8,Convolution,In-Order,2.45,322.4,0.87,0,1.23,2.43,335.4,0.86
9,Convolution,In-Order,2.55,302.6,0.89,0,1.28,2.52,312.6,0.9
10,Convolution,In-Order,2.5,309.5,0.87,0,1.25,2.55,303.0,0.87
1,Convolution,In-Order,2.3,302.8,0.92,0,1.15,2.28,293.6,0.91
2,Convolution,In-Order,2.39,321.1,0.92,0,1.2,2.39,324.2,0.91
3,Convolution,In-Order,2.53,319.3,0.95,0,1.27,2.55,322.5,0.94
4,Convolution,In-Order,2.38,313.4,0.87,0,1.19,2.47,317.3,0.87
5,Convolution,In-Order,2.55,299.5,0.92,0,1.27,2.54,302.5,0.92
6,Convolution,In-Order,2.58,316.2,0.88,0,1.29,2.55,315.0,0.88
7,Convolution,In-Order,2.49,296.1,0.91,0,1.24,2.48,302.4,0.93
8,Convolution,In-Order,2.48,321.4,0.89,0,1.24,2.45,331.7,0.88
9,Convolution,In-Order,2.46,323.6,0.94,0,1.23,2.42,315.3,0.93
10,Convolution,In-Order,2.44,300.9,0.93,0,1.22,2.39,303.4,0.91
1,Convolution,In-Order,2.48,313.8,0.9,0,1.24,2.43,308.3,0.88
2,Convolution,In-Order,2.46,292.5,0.88,0,1.23,2.49,313.5,0.88
3,Convolution,In-Order,2.45,295.3,0.91,0,1.22,2.43,294.5,0.9
4,Convolution,In-Order,2.46,322.2,0.88,0,1.23,2.49,320.7,0.91
5,Convolution,In-Order,2.48,319.0,0.89,0,1.24,2.47,314.4,0.88
6,Convolution,In-Order,2.62,315.0,0.93,0,1.31,2.62,305.4,0.95
7,Convolution,In-Order,2.48,292.2,0.88,0,1.24,2.54,293.0,0.88
8,Convolution,In-Order,2.65,318.2,0.91,0,1.32,2.64,305.1,0.91
9,Convolution,In-Order,2.64,324.0,0.87,0,1.32,2.64,332.0,0.87
10,Convolution,In-Order,2.62,295.4,0.94,0,1.31,2.59,302.5,0.95
1,Convolution,In-Order,2.43,319.6,0.91,0,1.22,2.41,327.4,0.9
2,Convolution,In-Order,2.56,305.2,0.91,0,1.28,2.54,300.2,0.9
3,Convolution,In-Order,2.4,300.1,0.88,0,1.2,2.42,314.0,0.88
4,Convolution,In-Order,2.54,311.6,0.94,0,1.27,2.48,316.4,0.96
5,Convolution,In-Order,2.48,318.6,0.89,0,1.24,2.51,318.4,0.89
6,Convolution,In-Order,2.39,319.5,0.88,0,1.2,2.37,321.3,0.87
7,Convolution,In-Order,2.48,317.2,0.94,0,1.24,2.44,304.3,0.94
8,Convolution,In-Order,2.47,309.5,0.9,0,1.23,2.52,316.0,0.9
9,Convolution,In-Order,2.44,325.5,0.9,0,1.22,2.38,336.8,0.89
10,Convolution,In-Order,2.66,318.4,0.89,0,1.33,2.61,317.8,0.89
1,Convolution,In-Order,2.41,293.5,0.89,0,1.2,2.35,299.5,0.89
2,Convolution,In-Order,2.64,324.3,0.91,0,1.32,2.57,325.5,0.91
3,Convolution,In-Order,2.58,304.8,0.88,0,1.29,2.62,318.4,0.88
4,Convolution,In-Order,2.61,308.4,0.88,0,1.3,2.6,310.3,0.88
5,Convolution,In-Order,2.52,299.7,0.92,0,1.26,2.52,296.9,0.91
6,Convolution,In-Order,2.45,296.8,0.92,0,1.23,2.41,297.8,0.9
7,Convolution,In-Order,2.45,305.6,0.87,0,1.22,2.42,307.0,0.88
8,Convolution,In-Order,2.45,318.7,0.92,0,1.23,2.47,326.3,0.92
9,Convolution,In-Order,2.5,321.9,0.86,0,1.25,2.43,324.2,0.87
10,Convolution,In-Order,2.47,311.0,0.92,0,1.23,2.41,315.1,0.92
1,Convolution,In-Order,2.52,304.5,0.85,0,1.26,2.51,307.0,0.86
2,Convolution,In-Order,2.57,298.5,0.89,0,1.29,2.54,304.5,0.89
3,Convolution,In-Order,2.45,309.1,0.92,0,1.22,2.48,321.3,0.91
4,Convolution,In-Order,2.51,310.9,0.93,0,1.26,2.57,308.2,0.94
5,Convolution,In-Order,2.47,314.2,0.87,0,1.24,2.49,320.1,0.84
6,Convolution,In-Order,2.53,318.9,0.88,0,1.27,2.46,318.9,0.87
7,Convolution,In-Order,2.53,301.9,0.9,0,1.26,2.57,297.4,0.9
8,Convolution,In-Order,2.39,294.0,0.91,0,1.19,2.38,286.6,0.94
9,Convolution,In-Order,2.48,294.6,0.91,0,1.24,2.58,284.4,0.91
10,Convolution,In-Order,2.6,310.7,0.91,0,1.3,2.63,313.3,0.9
1,Convolution,In-Order,2.6,321.0,0.9,0,1.3,2.55,330.4,0.9
2,Convolution,In-Order,2.53,316.1,0.86,0,1.26,2.54,300.5,0.86
3,Convolution,In-Order,2.32,309.7,0.88,0,1.16,2.31,312.4,0.89
4,Convolution,In-Order,2.42,305.9,0.89,0,1.21,2.41,322.8,0.87
5,Convolution,In-Order,2.35,298.2,0.88,0,1.17,2.33,297.0,0.88
6,Convolution,In-Order,2.56,300.3,0.87,0,1.28,2.59,302.2,0.89
7,Convolution,In-Order,2.57,316.7,0.9,0,1.28,2.63,307.1,0.88
8,Convolution,In-Order,2.56,295.4,0.89,0,1.28,2.6,306.3,0.88
9,Convolution,In-Order,2.47,324.9,0.89,0,1.24,2.42,340.1,0.89
10,Convolution,In-Order,2.57,298.5,0.91,0,1.29,2.56,299.9,0.92
1,Convolution,In-Order,2.57,315.8,0.9,0,1.29,2.58,318.6,0.91
2,Convolution,In-Order,2.48,311.3,0.88,0,1.24,2.45,314.2,0.86
3,Convolution,In-Order,2.49,301.2,0.89,0,1.24,2.49,292.8,0.9
4,Convolution,In-Order,2.47,311.0,0.93,0,1.24,2.49,319.3,0.9
5,Convolution,In-Order,2.54,313.9,0.92,0,1.27,2.44,321.8,0.92
6,Convolution,In-Order,2.54,307.0,0.88,0,1.27,2.43,319.8,0.89
7,Convolution,In-Order,2.52,297.3,0.92,0,1.26,2.48,301.7,0.91
8,Convolution,In-Order,2.51,301.9,0.9,0,1.26,2.55,296.1,0.91
9,Convolution,In-Order,2.34,327.2,0.88,0,1.17,2.37,332.2,0.87
10,Convolution,In-Order,2.52,320.2,0.92,0,1.26,2.56,305.5,0.91
1,Convolution,In-Order,2.31,295.8,0.9,0,1.16,2.34,306.3,0.9
2,Convolution,In-Order,2.42,326.2,0.89,0,1.21,2.42,327.0,0.89
3,Convolution,In-Order,2.55,308.0,0.9,0,1.28,2.53,311.4,0.9
4,Convolution,In-Order,2.5,317.9,0.93,0,1.25,2.52,319.2,0.93
5,Convolution,In-Order,2.56,316.9,0.9,0,1.28,2.56,330.1,0.9
6,Convolution,In-Order,2.51,297.1,0.9,0,1.25,2.48,309.3,0.9
7,Convolution,In-Order,2.42,298.4,0.89,0,1.21,2.42,289.1,0.89
8,Convolution,In-Order,2.44,300.3,0.91,0,1.22,2.42,306.1,0.92
9,Convolution,In-Order,2.45,317.9,0.85,0,1.23,2.47,337.2,0.84
10,Convolution,In-Order,2.44,311.8,0.89,0,1.22,2.49,313.9,0.89
1,Convolution,In-Order,2.6,313.1,0.89,0,1.3,2.61,291.2,0.89
2,Convolution,In-Order,2.45,322.0,0.9,0,1.22,2.42,327.5,0.93
3,Convolution,In-Order,2.46,296.1,0.88,0,1.23,2.5,306.6,0.88
4,Convolution,In-Order,2.51,325.0,0.91,0,1.25,2.56,316.7,0.91
5,Convolution,In-Order,2.53,305.6,0.88,0,1.27,2.54,303.8,0.87
6,Convolution,In-Order,2.48,295.8,0.9,0,1.24,2.6,292.9,0.9
7,Convolution,In-Order,2.7,309.6,0.89,0,1.35,2.74,309.7,0.89
8,Convolution,In-Order,2.56,306.3,0.93,0,1.28,2.58,300.9,0.93
9,Convolution,In-Order,2.57,303.2,0.91,0,1.28,2.6,311.4,0.9
10,Convolution,In-Order,2.51,292.5,0.96,0,1.25,2.54,299.5,0.96
1,Convolution,In-Order,2.4,321.5,0.86,0,1.2,2.43,333.0,0.83
2,Convolution,In-Order,2.56,309.9,0.91,0,1.28,2.56,307.2,0.92
3,Convolution,In-Order,2.61,317.9,0.93,0,1.31,2.63,310.9,0.94
4,Convolution,In-Order,2.42,304.6,0.91,0,1.21,2.43,292.4,0.91
5,Convolution,In-Order,2.37,298.6,0.88,0,1.18,2.38,292.9,0.87
6,Convolution,In-Order,2.49,314.7,0.91,0,1.25,2.59,313.9,0.9
7,Convolution,In-Order,2.42,301.0,0.9,0,1.21,2.42,309.8,0.9
8,Convolution,In-Order,2.52,307.4,0.88,0,1.26,2.57,311.1,0.88
9,Convolution,In-Order,2.4,319.0,0.91,0,1.2,2.44,320.6,0.91
10,Convolution,In-Order,2.44,322.9,0.91,0,1.22,2.45,322.5,0.9
1,Convolution,In-Order,2.58,292.4,0.95,0,1.29,2.61,300.0,0.93
2,Convolution,In-Order,2.5,298.2,0.9,0,1.25,2.49,307.4,0.91
3,Convolution,In-Order,2.32,317.4,0.92,0,1.16,2.4,328.7,0.91
4,Convolution,In-Order,2.64,317.6,0.89,0,1.32,2.66,305.7,0.89
5,Convolution,In-Order,2.58,305.9,0.91,0,1.29,2.59,304.6,0.9
6,Convolution,In-Order,2.42,327.5,0.91,0,1.21,2.4,312.6,0.89
7,Convolution,In-Order,2.42,299.3,0.88,0,1.21,2.41,297.8,0.88
8,Convolution,In-Order,2.32,327.8,0.91,0,1.16,2.28,319.8,0.9
9,Convolution,In-Order,2.51,322.3,0.91,0,1.25,2.51,326.9,0.91
10,Convolution,In-Order,2.49,309.4,0.91,0,1.24,2.47,296.0,0.91
1,Convolution,In-Order,2.44,303.7,0.9,0,1.22,2.43,295.4,0.9
2,Convolution,In-Order,2.47,325.0,0.9,0,1.23,2.51,312.8,0.9
3,Convolution,In-Order,2.6,303.3,0.91,0,1.3,2.56,314.3,0.92
4,Convolution,In-Order,2.62,322.6,0.92,0,1.31,2.59,320.6,0.9
5,Convolution,In-Order,2.53,321.8,0.91,0,1.26,2.59,335.3,0.92
6,Convolution,In-Order,2.59,323.2,0.91,0,1.3,2.59,318.4,0.9
7,Convolution,In-Order,2.48,310.9,0.92,0,1.24,2.48,295.4,0.92
8,Convolution,In-Order,2.5,307.7,0.9,0,1.25,2.51,310.2,0.89
9,Convolution,In-Order,2.61,312.8,0.91,0,1.31,2.62,324.3,0.91
10,Convolution,In-Order,2.6,310.9,0.93,0,1.3,2.61,298.5,0.93
1,Convolution,In-Order,2.56,297.0,0.91,0,1.28,2.53,283.8,0.91
2,Convolution,In-Order,2.46,319.2,0.92,0,1.23,2.45,322.0,0.92
3,Convolution,In-Order,2.54,309.5,0.91,0,1.27,2.59,309.7,0.91
4,Convolution,In-Order,2.42,312.3,0.91,0,1.21,2.44,320.3,0.89
5,Convolution,In-Order,2.38,297.0,0.89,0,1.19,2.45,300.1,0.9
6,Convolution,In-Order,2.55,318.5,0.88,0,1.28,2.54,297.6,0.89
7,Convolution,In-Order,2.59,310.1,0.91,0,1.3,2.58,304.8,0.91
8,Convolution,In-Order,2.52,314.4,0.88,0,1.26,2.5,324.8,0.89
9,Convolution,In-Order,2.62,326.9,0.91,0,1.31,2.61,315.4,0.9
10,Convolution,In-Order,2.44,295.1,0.91,0,1.22,2.5,296.6,0.93
1,Convolution,In-Order,2.4,321.7,0.9,0,1.2,2.28,324.2,0.89
2,Convolution,In-Order,2.53,326.5,0.9,0,1.26,2.52,314.7,0.9
3,Convolution,In-Order,2.64,295.6,0.91,0,1.32,2.66,306.8,0.92
4,Convolution,In-Order,2.53,299.2,0.91,0,1.27,2.52,298.7,0.91
5,Convolution,In-Order,2.51,308.9,0.91,0,1.25,2.51,298.4,0.91
6,Convolution,In-Order,2.62,306.4,0.9,0,1.31,2.63,311.5,0.89
7,Convolution,In-Order,2.43,300.4,0.89,0,1.21,2.44,315.5,0.9
8,Convolution,In-Order,2.5,313.9,0.94,0,1.25,2.5,310.8,0.94
9,Convolution,In-Order,2.51,308.3,0.94,0,1.26,2.52,309.3,0.93
10,Convolution,In-Order,2.37,316.9,0.93,0,1.18,2.38,317.7,0.93
1,Convolution,In-Order,2.45,304.6,0.89,0,1.23,2.48,322.9,0.89
2,Convolution,In-Order,2.5,297.8,0.87,0,1.25,2.52,304.1,0.86
3,Convolution,In-Order,2.62,307.4,0.88,0,1.31,2.55,297.0,0.89
4,Convolution,In-Order,2.5,305.5,0.92,0,1.25,2.49,316.1,0.92
5,Convolution,In-Order,2.58,298.3,0.88,0,1.29,2.59,307.0,0.88
6,Convolution,In-Order,2.5,315.6,0.9,0,1.25,2.5,317.0,0.9
7,Convolution,In-Order,2.34,306.3,0.92,0,1.17,2.29,304.3,0.92
8,Convolution,In-Order,2.5,316.1,0.9,0,1.25,2.54,316.4,0.9
9,Convolution,In-Order,2.51,318.2,0.94,0,1.25,2.42,319.9,0.93
10,Convolution,In-Order,2.58,315.5,0.91,0,1.29,2.6,314.0,0.9
1,Convolution,In-Order,2.47,292.8,0.89,0,1.24,2.45,276.5,0.89
2,Convolution,In-Order,2.58,300.5,0.93,0,1.29,2.55,291.3,0.91
3,Convolution,In-Order,2.66,324.6,0.88,0,1.33,2.66,323.8,0.89
4,Convolution,In-Order,2.56,294.6,0.94,0,1.28,2.63,299.3,0.93
5,Convolution,In-Order,2.62,326.3,0.91,0,1.31,2.68,331.2,0.91
6,Convolution,In-Order,2.46,296.7,0.88,0,1.23,2.46,300.6,0.86
7,Convolution,In-Order,2.53,315.6,0.91,0,1.26,2.56,331.1,0.92
8,Convolution,In-Order,2.46,327.6,0.91,0,1.23,2.45,320.8,0.92
9,Convolution,In-Order,2.57,297.2,0.89,0,1.28,2.54,303.3,0.9
10,Convolution,In-Order,2.42,324.1,0.91,0,1.21,2.43,324.8,0.92
1,Convolution,In-Order,2.38,307.8,0.92,0,1.19,2.39,298.7,0.93
2,Convolution,In-Order,2.64,315.6,0.91,0,1.32,2.67,312.2,0.89
3,Convolution,In-Order,2.39,311.0,0.91,0,1.19,2.45,308.1,0.9
4,Convolution,In-Order,2.57,307.1,0.9,0,1.28,2.58,317.8,0.88
5,Convolution,In-Order,2.59,315.9,0.9,0,1.29,2.68,322.8,0.9
6,Convolution,In-Order,2.62,295.1,0.92,0,1.31,2.64,288.1,0.94
7,Convolution,In-Order,2.71,310.7,0.91,0,1.35,2.7,307.0,0.9
8,Convolution,In-Order,2.44,324.5,0.92,0,1.22,2.56,328.8,0.92
9,Convolution,In-Order,2.52,311.5,0.91,0,1.26,2.49,319.1,0.9
10,Convolution,In-Order,2.65,295.4,0.92,0,1.32,2.61,307.5,0.91
1,Convolution,In-Order,2.52,306.4,0.9,0,1.26,2.48,321.0,0.89
2,Convolution,In-Order,2.6,300.3,0.88,0,1.3,2.67,304.8,0.88
3,Convolution,In-Order,2.35,323.5,0.91,0,1.17,2.43,313.9,0.92
4,Convolution,In-Order,2.45,319.9,0.88,0,1.23,2.54,323.6,0.88
5,Convolution,In-Order,2.52,322.1,0.9,0,1.26,2.53,331.5,0.91
6,Convolution,In-Order,2.57,296.6,0.92,0,1.28,2.55,297.3,0.94
7,Convolution,In-Order,2.55,296.3,0.89,0,1.27,2.6,308.2,0.89
8,Convolution,In-Order,2.59,313.8,0.91,0,1.29,2.62,307.1,0.9
9,Convolution,In-Order,2.46,326.1,0.91,0,1.23,2.36,331.4,0.9
10,Convolution,In-Order,2.53,293.2,0.86,0,1.27,2.53,278.6,0.86
1,Convolution,In-Order,2.43,299.0,0.92,0,1.22,2.42,286.3,0.92
2,Convolution,In-Order,2.55,303.4,0.92,0,1.28,2.54,288.6,0.91
3,Convolution,In-Order,2.43,319.7,0.93,0,1.21,2.44,306.5,0.93
4,Convolution,In-Order,2.53,294.6,0.91,0,1.26,2.58,301.6,0.89
5,Convolution,In-Order,2.58,320.1,0.86,0,1.29,2.6,306.5,0.85
6,Convolution,In-Order,2.34,315.6,0.86,0,1.17,2.4,306.5,0.85
7,Convolution,In-Order,2.41,316.3,0.89,0,1.2,2.33,307.8,0.87
8,Convolution,In-Order,2.36,302.4,0.93,0,1.18,2.3,299.4,0.94
9,Convolution,In-Order,2.47,293.2,0.89,0,1.23,2.48,298.9,0.89
10,Convolution,In-Order,2.47,304.7,0.86,0,1.24,2.5,313.3,0.86
1,Convolution,In-Order,2.47,306.1,0.92,0,1.23,2.48,295.8,0.92
2,Convolution,In-Order,2.52,293.0,0.88,0,1.26,2.49,298.2,0.88
3,Convolution,In-Order,2.51,327.8,0.93,0,1.26,2.51,321.4,0.94
4,Convolution,In-Order,2.46,309.5,0.88,0,1.23,2.45,313.7,0.87
5,Convolution,In-Order,2.46,320.1,0.9,0,1.23,2.43,312.4,0.9
6,Convolution,In-Order,2.56,323.2,0.9,0,1.28,2.52,337.3,0.89
7,Convolution,In-Order,2.52,322.1,0.92,0,1.26,2.51,331.3,0.91
8,Convolution,In-Order,2.32,303.1,0.91,0,1.16,2.29,303.2,0.92
9,Convolution,In-Order,2.44,315.1,0.89,0,1.22,2.46,310.0,0.87
10,Convolution,In-Order,2.44,315.3,0.9,0,1.22,2.45,316.5,0.91
1,Convolution,In-Order,2.48,318.2,0.92,0,1.24,2.51,324.1,0.91
2,Convolution,In-Order,2.41,327.4,0.87,0,1.21,2.45,332.7,0.86
3,Convolution,In-Order,2.54,293.6,0.95,0,1.27,2.57,294.0,0.96
4,Convolution,In-Order,2.54,324.6,0.94,0,1.27,2.54,333.3,0.94
5,Convolution,In-Order,2.6,317.4,0.91,0,1.3,2.59,304.0,0.91
6,Convolution,In-Order,2.6,305.4,0.9,0,1.3,2.62,300.9,0.91
7,Convolution,In-Order,2.46,297.2,0.87,0,1.23,2.49,308.6,0.87
8,Convolution,In-Order,2.53,327.9,0.89,0,1.26,2.5,329.9,0.9
9,Convolution,In-Order,2.51,316.4,0.9,0,1.26,2.48,322.4,0.9
10,Convolution,In-Order,2.44,304.6,0.89,0,1.22,2.46,298.4,0.89
1,Convolution,In-Order,2.47,292.4,0.89,0,1.23,2.46,291.0,0.88
2,Convolution,In-Order,2.37,322.7,0.91,0,1.18,2.38,313.1,0.89
3,Convolution,In-Order,2.41,299.1,0.89,0,1.2,2.38,299.0,0.89
4,Convolution,In-Order,2.56,323.1,0.91,0,1.28,2.52,296.9,0.92
5,Convolution,In-Order,2.53,327.7,0.94,0,1.27,2.46,349.8,0.93
6,Convolution,In-Order,2.5,323.3,0.87,0,1.25,2.42,325.6,0.87
7,Convolution,In-Order,2.54,307.2,0.87,0,1.27,2.51,299.4,0.86
8,Convolution,In-Order,2.55,299.8,0.91,0,1.28,2.51,289.1,0.9
9,Convolution,In-Order,2.37,306.0,0.89,0,1.18,2.27,296.5,0.89
10,Convolution,In-Order,2.44,320.8,0.92,0,1.22,2.44,330.9,0.91
1,Convolution,In-Order,2.38,304.8,0.89,0,1.19,2.35,305.7,0.86
2,Convolution,In-Order,2.55,317.8,0.89,0,1.28,2.62,302.0,0.9
3,Convolution,In-Order,2.52,306.7,0.89,0,1.26,2.55,308.4,0.9
4,Convolution,In-Order,2.55,309.1,0.88,0,1.27,2.55,316.8,0.88
5,Convolution,In-Order,2.62,315.5,0.92,0,1.31,2.64,324.3,0.91
6,Convolution,In-Order,2.45,327.2,0.89,0,1.23,2.49,327.0,0.9
7,Convolution,In-Order,2.32,320.2,0.91,0,1.16,2.41,313.3,0.92
8,Convolution,In-Order,2.67,292.3,0.88,0,1.33,2.66,293.1,0.89
9,Convolution,In-Order,2.62,325.6,0.88,0,1.31,2.56,332.0,0.87
10,Convolution,In-Order,2.49,293.1,0.89,0,1.24,2.46,282.5,0.89
1,Convolution,In-Order,2.47,293.5,0.89,0,1.23,2.5,298.7,0.88
2,Convolution,In-Order,2.56,326.0,0.91,0,1.28,2.54,334.8,0.93
3,Convolution,In-Order,2.49,320.3,0.93,0,1.24,2.47,330.6,0.91
4,Convolution,In-Order,2.56,320.3,0.9,0,1.28,2.47,327.3,0.91
5,Convolution,In-Order,2.42,304.7,0.93,0,1.21,2.42,297.7,0.92
6,Convolution,In-Order,2.45,296.4,0.9,0,1.22,2.4,299.3,0.89
7,Convolution,In-Order,2.59,320.2,0.89,0,1.3,2.61,325.3,0.9
8,Convolution,In-Order,2.65,292.1,0.9,0,1.32,2.6,289.4,0.89
9,Convolution,In-Order,2.53,297.1,0.89,0,1.27,2.52,298.9,0.87
10,Convolution,In-Order,2.5,319.8,0.86,0,1.25,2.46,314.1,0.86
1,Convolution,In-Order,2.51,326.2,0.88,0,1.25,2.43,323.2,0.88
2,Convolution,In-Order,2.48,322.1,0.92,0,1.24,2.49,328.3,0.92
3,Convolution,In-Order,2.49,318.1,0.89,0,1.24,2.46,328.7,0.9
4,Convolution,In-Order,2.4,306.4,0.88,0,1.2,2.44,293.1,0.9
5,Convolution,In-Order,2.71,305.1,0.9,0,1.35,2.75,309.8,0.89
6,Convolution,In-Order,2.49,309.3,0.9,0,1.25,2.46,302.2,0.91
7,Convolution,In-Order,2.35,295.8,0.89,0,1.18,2.33,295.2,0.9
8,Convolution,In-Order,2.77,309.5,0.88,0,1.38,2.79,297.3,0.89
9,Convolution,In-Order,2.39,298.4,0.89,0,1.19,2.26,293.6,0.89
10,Convolution,In-Order,2.53,319.4,0.89,0,1.26,2.48,315.7,0.9
1,Convolution,In-Order,2.38,312.6,0.92,0,1.19,2.41,305.8,0.92
2,Convolution,In-Order,2.69,299.7,0.91,0,1.34,2.63,303.0,0.91
3,Convolution,In-Order,2.4,293.8,0.86,0,1.2,2.38,296.2,0.85
4,Convolution,In-Order,2.63,303.2,0.94,0,1.31,2.65,307.3,0.93
5,Convolution,In-Order,2.49,302.9,0.92,0,1.25,2.48,299.3,0.91
6,Convolution,In-Order,2.46,317.4,0.9,0,1.23,2.47,319.4,0.9
7,Convolution,In-Order,2.39,310.5,0.87,0,1.2,2.43,304.5,0.87
8,Convolution,In-Order,2.6,319.9,0.92,0,1.3,2.61,327.5,0.91
9,Convolution,In-Order,2.49,306.4,0.88,0,1.25,2.45,305.1,0.89
10,Convolution,In-Order,2.44,323.0,0.96,0,1.22,2.44,326.5,0.95
1,Convolution,In-Order,2.59,311.0,0.89,0,1.3,2.49,320.6,0.88
2,Convolution,In-Order,2.4,301.5,0.87,0,1.2,2.41,313.3,0.88
3,Convolution,In-Order,2.62,315.8,0.91,0,1.31,2.68,324.5,0.9
4,Convolution,In-Order,2.46,301.8,0.92,0,1.23,2.43,292.5,0.93
5,Convolution,In-Order,2.48,300.2,0.89,0,1.24,2.44,293.4,0.89
6,Convolution,In-Order,2.56,308.5,0.91,0,1.28,2.51,311.3,0.91
7,Convolution,In-Order,2.46,298.1,0.94,0,1.23,2.46,290.9,0.93
8,Convolution,In-Order,2.59,314.7,0.91,0,1.29,2.62,308.3,0.9
9,Convolution,In-Order,2.55,292.4,0.91,0,1.27,2.6,297.4,0.88
10,Convolution,In-Order,2.61,319.4,0.93,0,1.3,2.59,312.9,0.92
1,Convolution,In-Order,2.55,325.1,0.91,0,1.28,2.46,322.6,0.91
2,Convolution,In-Order,2.5,325.5,0.93,0,1.25,2.48,312.9,0.94
3,Convolution,In-Order,2.49,303.7,0.92,0,1.25,2.57,314.5,0.93
4,Convolution,In-Order,2.49,321.3,0.92,0,1.25,2.54,321.5,0.93
5,Convolution,In-Order,2.56,325.5,0.9,0,1.28,2.52,325.4,0.9
6,Convolution,In-Order,2.7,298.2,0.9,0,1.35,2.75,298.0,0.9
7,Convolution,In-Order,2.47,322.2,0.9,0,1.23,2.52,326.4,0.9
8,Convolution,In-Order,2.42,313.2,0.91,0,1.21,2.38,308.1,0.9
9,Convolution,In-Order,2.47,326.1,0.88,0,1.24,2.43,329.6,0.89
