Iteration,Algorithm,Core Type,IPC,Memory Usage (MB),Cache Hit Rate,Action,Reward,Next IPC,Next Memory Usage (MB),Next Cache Hit Rate
9,Radix,In-Order,2.43,315.8,0.87,0,1.22,2.42,315.5,0.87
10,Radix,In-Order,2.46,298.1,0.88,0,1.23,2.46,299.0,0.87
1,Radix,In-Order,2.39,284.3,0.88,0,1.19,2.42,275.2,0.88
2,Radix,In-Order,2.45,291.9,0.89,0,1.23,2.47,299.8,0.88
3,Radix,In-Order,2.45,323.9,0.87,0,1.23,2.45,320.0,0.88
4,Radix,In-Order,2.45,303.4,0.87,0,1.23,2.42,301.7,0.85
5,Radix,In-Order,2.3,317.6,0.88,0,1.15,2.3,324.4,0.88
6,Radix,In-Order,2.4,310.7,0.87,0,1.2,2.43,305.2,0.87
7,Radix,In-Order,2.46,305.1,0.89,0,1.23,2.46,303.8,0.88
8,Radix,In-Order,2.38,311.6,0.87,0,1.19,2.37,310.4,0.88
9,Radix,In-Order,2.48,309.6,0.89,0,1.24,2.48,307.1,0.9
10,Radix,In-Order,2.38,311.4,0.88,0,1.19,2.42,305.9,0.89
1,Radix,In-Order,2.4,301.9,0.87,0,1.2,2.42,296.7,0.87
2,Radix,In-Order,2.35,302.2,0.88,0,1.18,2.35,299.5,0.89
3,Radix,In-Order,2.42,274.4,0.89,0,1.21,2.41,267.6,0.89
4,Radix,In-Order,2.42,294.5,0.89,0,1.21,2.45,291.9,0.89
5,Radix,In-Order,2.38,296.2,0.87,0,1.19,2.41,301.1,0.86
6,Radix,In-Order,2.5,303.5,0.87,0,1.25,2.53,306.8,0.88
7,Radix,In-Order,2.38,297.3,0.87,0,1.19,2.37,299.5,0.86
8,Radix,In-Order,2.44,296.5,0.87,0,1.22,2.41,300.5,0.86
9,Radix,In-Order,2.37,299.3,0.87,0,1.19,2.35,296.4,0.88
10,Radix,In-Order,2.44,303.2,0.88,0,1.22,2.44,306.1,0.9
1,Radix,In-Order,2.43,280.7,0.87,0,1.21,2.41,275.3,0.87
2,Radix,In-Order,2.36,302.6,0.87,0,1.18,2.38,294.5,0.87
3,Radix,In-Order,2.39,308.2,0.87,0,1.2,2.36,297.2,0.84
4,Radix,In-Order,2.4,307.2,0.88,0,1.2,2.37,303.9,0.87
5,Radix,In-Order,2.42,299.0,0.88,0,1.21,2.45,298.8,0.87
6,Radix,In-Order,2.41,281.7,0.87,0,1.21,2.39,287.1,0.88
7,Radix,In-Order,2.39,285.2,0.88,0,1.19,2.4,290.7,0.88
8,Radix,In-Order,2.43,311.5,0.89,0,1.22,2.46,306.9,0.9
9,Radix,In-Order,2.42,303.9,0.87,0,1.21,2.45,303.8,0.88
10,Radix,In-Order,2.44,301.6,0.87,0,1.22,2.44,307.3,0.87
1,Radix,In-Order,2.43,271.3,0.88,0,1.22,2.43,273.4,0.87
2,Radix,In-Order,2.35,299.3,0.89,0,1.17,2.39,292.1,0.89
3,Radix,In-Order,2.42,307.0,0.89,0,1.21,2.42,311.7,0.88
4,Radix,In-Order,2.37,294.5,0.89,0,1.19,2.37,289.4,0.9
5,Radix,In-Order,2.36,286.5,0.88,0,1.18,2.36,286.8,0.88
6,Radix,In-Order,2.4,308.2,0.88,0,1.2,2.39,309.9,0.88
7,Radix,In-Order,2.39,294.7,0.88,0,1.2,2.38,297.2,0.89
8,Radix,In-Order,2.4,318.3,0.88,0,1.2,2.39,322.7,0.9
9,Radix,In-Order,2.44,279.2,0.89,0,1.22,2.44,274.3,0.88
10,Radix,In-Order,2.47,289.1,0.89,0,1.23,2.49,290.0,0.88
1,Radix,In-Order,2.38,316.0,0.87,0,1.19,2.41,328.1,0.88
2,Radix,In-Order,2.33,302.6,0.87,0,1.17,2.32,304.4,0.86
3,Radix,In-Order,2.39,290.0,0.87,0,1.19,2.39,286.9,0.87
4,Radix,In-Order,2.45,282.6,0.88,0,1.23,2.48,280.3,0.88
5,Radix,In-Order,2.38,308.4,0.87,0,1.19,2.4,316.9,0.87
6,Radix,In-Order,2.43,305.4,0.89,0,1.22,2.46,312.9,0.89
7,Radix,In-Order,2.42,289.0,0.87,0,1.21,2.41,280.9,0.88
8,Radix,In-Order,2.43,296.5,0.88,0,1.22,2.42,297.7,0.89
9,Radix,In-Order,2.38,283.5,0.88,0,1.19,2.36,283.8,0.88
10,Radix,In-Order,2.43,272.5,0.89,0,1.21,2.42,272.5,0.9
1,Radix,In-Order,2.42,318.8,0.89,0,1.21,2.41,316.4,0.88
2,Radix,In-Order,2.39,280.6,0.87,0,1.2,2.37,288.3,0.87
3,Radix,In-Order,2.43,311.1,0.87,0,1.21,2.42,302.4,0.87
4,Radix,In-Order,2.44,306.7,0.87,0,1.22,2.43,309.3,0.87
5,Radix,In-Order,2.38,302.8,0.87,0,1.19,2.4,303.2,0.86
6,Radix,In-Order,2.39,310.3,0.88,0,1.2,2.36,304.2,0.89
7,Radix,In-Order,2.43,278.7,0.88,0,1.21,2.42,281.5,0.89
8,Radix,In-Order,2.47,304.5,0.88,0,1.24,2.49,307.3,0.88
9,Radix,In-Order,2.48,278.4,0.87,0,1.24,2.51,282.5,0.87
10,Radix,In-Order,2.38,303.9,0.88,0,1.19,2.43,295.8,0.88
1,Radix,In-Order,2.37,284.2,0.87,0,1.18,2.37,276.1,0.88
2,Radix,In-Order,2.35,307.7,0.88,0,1.18,2.36,313.9,0.89
3,Radix,In-Order,2.44,311.2,0.89,0,1.22,2.43,311.0,0.88
4,Radix,In-Order,2.49,308.5,0.89,0,1.25,2.46,299.6,0.89
5,Radix,In-Order,2.45,312.1,0.87,0,1.22,2.45,306.1,0.87
6,Radix,In-Order,2.48,325.3,0.87,0,1.24,2.48,320.3,0.87
7,Radix,In-Order,2.39,297.0,0.87,0,1.2,2.37,287.9,0.85
8,Radix,In-Order,2.4,282.7,0.88,0,1.2,2.39,274.8,0.89
9,Radix,In-Order,2.42,272.5,0.88,0,1.21,2.45,269.1,0.89
10,Radix,In-Order,2.37,306.6,0.89,0,1.19,2.39,313.5,0.89
1,Radix,In-Order,2.45,312.1,0.87,0,1.23,2.49,313.0,0.88
2,Radix,In-Order,2.42,301.9,0.88,0,1.21,2.46,298.0,0.89
3,Radix,In-Order,2.36,296.4,0.88,0,1.18,2.36,296.3,0.87
4,Radix,In-Order,2.39,296.7,0.88,0,1.19,2.37,287.2,0.9
5,Radix,In-Order,2.44,308.9,0.88,0,1.22,2.42,309.8,0.88
6,Radix,In-Order,2.38,311.1,0.88,0,1.19,2.37,311.5,0.88
7,Radix,In-Order,2.4,284.5,0.88,0,1.2,2.37,284.9,0.88
8,Radix,In-Order,2.34,293.1,0.88,0,1.17,2.34,298.1,0.88
9,Radix,In-Order,2.38,310.5,0.89,0,1.19,2.4,311.0,0.89
10,Radix,In-Order,2.48,282.4,0.87,0,1.24,2.5,287.2,0.87
1,Radix,In-Order,2.48,302.6,0.89,0,1.24,2.47,295.9,0.89
2,Radix,In-Order,2.41,280.7,0.87,0,1.21,2.42,273.7,0.87
3,Radix,In-Order,2.39,306.4,0.88,0,1.2,2.41,297.2,0.88
4,Radix,In-Order,2.39,321.9,0.87,0,1.19,2.39,325.5,0.88
5,Radix,In-Order,2.42,314.0,0.89,0,1.21,2.34,316.1,0.88
6,Radix,In-Order,2.37,306.5,0.88,0,1.19,2.42,313.3,0.89
7,Radix,In-Order,2.5,314.1,0.88,0,1.25,2.49,316.8,0.87
8,Radix,In-Order,2.39,316.3,0.88,0,1.2,2.39,324.3,0.88
9,Radix,In-Order,2.44,312.6,0.88,0,1.22,2.47,320.4,0.88
10,Radix,In-Order,2.33,286.5,0.89,0,1.16,2.31,297.6,0.9
1,Radix,In-Order,2.38,304.3,0.87,0,1.19,2.41,305.3,0.87
2,Radix,In-Order,2.5,298.9,0.87,0,1.25,2.5,296.8,0.87
3,Radix,In-Order,2.35,296.1,0.87,0,1.17,2.37,294.8,0.88
4,Radix,In-Order,2.41,316.1,0.89,0,1.2,2.41,315.0,0.89
5,Radix,In-Order,2.37,310.8,0.89,0,1.18,2.34,326.0,0.88
6,Radix,In-Order,2.39,308.6,0.87,0,1.2,2.38,313.0,0.87
7,Radix,In-Order,2.4,293.7,0.87,0,1.2,2.41,290.0,0.87
8,Radix,In-Order,2.35,301.6,0.89,0,1.17,2.4,294.3,0.89
9,Radix,In-Order,2.39,288.8,0.87,0,1.19,2.39,290.9,0.88
10,Radix,In-Order,2.35,304.4,0.89,0,1.18,2.35,312.1,0.9
1,Radix,In-Order,2.4,302.6,0.89,0,1.2,2.4,301.7,0.87
2,Radix,In-Order,2.47,309.4,0.87,0,1.23,2.48,301.7,0.87
3,Radix,In-Order,2.49,306.5,0.88,0,1.24,2.5,305.9,0.88
4,Radix,In-Order,2.42,308.1,0.87,0,1.21,2.42,311.4,0.86
5,Radix,In-Order,2.37,326.3,0.87,0,1.19,2.37,322.9,0.86
6,Radix,In-Order,2.37,296.2,0.89,0,1.19,2.37,301.1,0.89
7,Radix,In-Order,2.35,289.6,0.89,0,1.17,2.38,294.2,0.89
8,Radix,In-Order,2.37,288.1,0.87,0,1.18,2.41,286.6,0.86
9,Radix,In-Order,2.42,283.5,0.87,0,1.21,2.44,288.2,0.88
10,Radix,In-Order,2.35,298.6,0.87,0,1.17,2.35,296.1,0.85
1,Radix,In-Order,2.36,289.1,0.89,0,1.18,2.36,290.5,0.88
2,Radix,In-Order,2.42,317.3,0.89,0,1.21,2.45,328.1,0.89
3,Radix,In-Order,2.46,312.4,0.88,0,1.23,2.44,315.3,0.88
4,Radix,In-Order,2.43,288.8,0.88,0,1.21,2.41,285.7,0.87
5,Radix,In-Order,2.36,317.8,0.88,0,1.18,2.37,305.3,0.87
6,Radix,In-Order,2.33,314.7,0.88,0,1.16,2.34,318.3,0.87
7,Radix,In-Order,2.39,258.8,0.88,0,1.19,2.42,264.2,0.88
8,Radix,In-Order,2.44,286.9,0.89,0,1.22,2.45,283.5,0.91
9,Radix,In-Order,2.38,307.8,0.89,0,1.19,2.37,310.3,0.9
10,Radix,In-Order,2.43,289.0,0.89,0,1.21,2.44,292.0,0.89
1,Radix,In-Order,2.44,303.7,0.88,0,1.22,2.47,299.5,0.89
2,Radix,In-Order,2.38,281.9,0.89,0,1.19,2.42,287.8,0.89
3,Radix,In-Order,2.47,303.5,0.89,0,1.24,2.43,313.4,0.89
4,Radix,In-Order,2.47,304.4,0.87,0,1.23,2.51,298.3,0.87
5,Radix,In-Order,2.42,307.5,0.88,0,1.21,2.39,301.8,0.89
6,Radix,In-Order,2.41,295.6,0.88,0,1.21,2.41,290.4,0.87
7,Radix,In-Order,2.42,293.0,0.88,0,1.21,2.43,294.7,0.89
8,Radix,In-Order,2.38,260.7,0.87,0,1.19,2.38,252.3,0.88
9,Radix,In-Order,2.39,316.7,0.87,0,1.19,2.36,313.6,0.86
10,Radix,In-Order,2.37,304.2,0.88,0,1.19,2.39,302.5,0.9
1,Radix,In-Order,2.48,295.8,0.87,0,1.24,2.45,287.9,0.87
2,Radix,In-Order,2.35,300.1,0.89,0,1.17,2.36,305.4,0.89
3,Radix,In-Order,2.42,292.7,0.88,0,1.21,2.38,291.0,0.88
4,Radix,In-Order,2.31,313.1,0.87,0,1.16,2.33,326.7,0.87
5,Radix,In-Order,2.37,309.9,0.89,0,1.19,2.37,312.0,0.9
6,Radix,In-Order,2.41,274.7,0.89,0,1.2,2.4,275.4,0.89
7,Radix,In-Order,2.37,310.1,0.87,0,1.19,2.38,316.2,0.86
8,Radix,In-Order,2.43,280.1,0.87,0,1.21,2.49,277.8,0.87
9,Radix,In-Order,2.44,302.3,0.88,0,1.22,2.47,306.2,0.87
10,Radix,In-Order,2.38,284.7,0.89,0,1.19,2.44,282.6,0.89
1,Radix,In-Order,2.47,297.7,0.87,0,1.23,2.46,286.8,0.87
2,Radix,In-Order,2.42,295.9,0.87,0,1.21,2.46,287.7,0.85
3,Radix,In-Order,2.44,310.6,0.87,0,1.22,2.48,309.2,0.88
4,Radix,In-Order,2.44,313.2,0.87,0,1.22,2.45,307.3,0.86
5,Radix,In-Order,2.37,303.7,0.88,0,1.19,2.35,318.8,0.9
6,Radix,In-Order,2.38,313.1,0.87,0,1.19,2.4,311.0,0.88
7,Radix,In-Order,2.39,317.2,0.89,0,1.19,2.38,326.0,0.89
8,Radix,In-Order,2.42,307.8,0.88,0,1.21,2.43,310.6,0.88
9,Radix,In-Order,2.39,306.7,0.87,0,1.2,2.37,312.2,0.86
10,Radix,In-Order,2.43,311.8,0.87,0,1.22,2.46,306.9,0.87
1,Radix,In-Order,2.38,318.2,0.87,0,1.19,2.36,313.4,0.87
2,Radix,In-Order,2.42,317.3,0.89,0,1.21,2.41,327.2,0.89
3,Radix,In-Order,2.34,302.5,0.88,0,1.17,2.31,302.4,0.88
4,Radix,In-Order,2.41,301.6,0.87,0,1.21,2.41,290.3,0.86
5,Radix,In-Order,2.38,278.3,0.89,0,1.19,2.41,282.1,0.89
6,Radix,In-Order,2.46,323.6,0.89,0,1.23,2.51,331.8,0.9
7,Radix,In-Order,2.31,310.2,0.87,0,1.15,2.32,311.4,0.87
8,Radix,In-Order,2.37,289.9,0.87,0,1.19,2.38,283.1,0.87
9,Radix,In-Order,2.4,324.0,0.87,0,1.2,2.35,335.1,0.87
10,Radix,In-Order,2.5,300.8,0.88,0,1.25,2.48,308.0,0.88
1,Radix,In-Order,2.49,287.4,0.87,0,1.24,2.46,292.4,0.88
2,Radix,In-Order,2.44,296.5,0.88,0,1.22,2.44,302.9,0.85
3,Radix,In-Order,2.4,291.3,0.88,0,1.2,2.38,295.7,0.87
4,Radix,In-Order,2.39,311.5,0.87,0,1.19,2.38,312.6,0.88
5,Radix,In-Order,2.38,296.6,0.87,0,1.19,2.41,302.3,0.88
6,Radix,In-Order,2.48,301.1,0.89,0,1.24,2.48,307.6,0.89
7,Radix,In-Order,2.46,295.2,0.87,0,1.23,2.48,285.8,0.87
8,Radix,In-Order,2.47,288.4,0.87,0,1.23,2.45,295.9,0.88
9,Radix,In-Order,2.4,288.2,0.89,0,1.2,2.44,295.4,0.9
10,Radix,In-Order,2.39,280.7,0.87,0,1.19,2.36,274.8,0.88
1,Radix,In-Order,2.45,287.3,0.88,0,1.23,2.48,289.2,0.88
2,Radix,In-Order,2.38,307.1,0.88,0,1.19,2.4,313.2,0.88
3,Radix,In-Order,2.47,312.7,0.89,0,1.24,2.47,326.6,0.89
4,Radix,In-Order,2.44,301.0,0.89,0,1.22,2.45,297.0,0.89
5,Radix,In-Order,2.41,311.0,0.89,0,1.2,2.38,305.4,0.9
6,Radix,In-Order,2.4,307.3,0.88,0,1.2,2.43,311.6,0.88
7,Radix,In-Order,2.36,303.6,0.89,0,1.18,2.36,295.6,0.88
8,Radix,In-Order,2.43,287.9,0.88,0,1.22,2.45,290.9,0.88
9,Radix,In-Order,2.47,297.9,0.87,0,1.24,2.44,293.6,0.86
10,Radix,In-Order,2.42,269.0,0.87,0,1.21,2.44,261.3,0.87
1,Radix,In-Order,2.39,299.0,0.87,0,1.2,2.4,303.9,0.86
2,Radix,In-Order,2.36,297.8,0.87,0,1.18,2.36,298.5,0.87
3,Radix,In-Order,2.34,306.0,0.88,0,1.17,2.32,308.5,0.88
4,Radix,In-Order,2.39,280.0,0.88,0,1.2,2.35,280.3,0.88
5,Radix,In-Order,2.43,306.9,0.89,0,1.21,2.45,313.2,0.89
6,Radix,In-Order,2.36,303.9,0.88,0,1.18,2.33,305.5,0.88
7,Radix,In-Order,2.36,297.1,0.87,0,1.18,2.36,295.0,0.86
8,Radix,In-Order,2.42,300.4,0.88,0,1.21,2.42,302.3,0.88
9,Radix,In-Order,2.44,292.8,0.88,0,1.22,2.45,292.5,0.89
10,Radix,In-Order,2.41,301.2,0.88,0,1.21,2.4,302.3,0.88
1,Radix,In-Order,2.45,304.1,0.89,0,1.22,2.46,302.2,0.87
2,Radix,In-Order,2.46,292.5,0.87,0,1.23,2.48,300.9,0.87
3,Radix,In-Order,2.38,293.2,0.89,0,1.19,2.36,294.2,0.89
4,Radix,In-Order,2.41,295.4,0.87,0,1.21,2.39,285.8,0.87
5,Radix,In-Order,2.41,309.2,0.87,0,1.21,2.43,308.9,0.87
6,Radix,In-Order,2.4,287.8,0.88,0,1.2,2.38,279.6,0.89
7,Radix,In-Order,2.34,285.0,0.88,0,1.17,2.31,288.8,0.88
8,Radix,In-Order,2.39,316.1,0.89,0,1.2,2.38,324.1,0.89
9,Radix,In-Order,2.46,310.2,0.87,0,1.23,2.49,308.7,0.88
10,Radix,In-Order,2.38,308.3,0.88,0,1.19,2.37,310.1,0.89
1,Radix,In-Order,2.32,310.1,0.89,0,1.16,2.34,309.1,0.9
2,Radix,In-Order,2.47,311.4,0.88,0,1.23,2.48,311.5,0.88
3,Radix,In-Order,2.38,303.6,0.89,0,1.19,2.38,311.3,0.88
4,Radix,In-Order,2.37,302.2,0.88,0,1.18,2.37,298.8,0.89
5,Radix,In-Order,2.42,310.3,0.88,0,1.21,2.42,319.8,0.88
6,Radix,In-Order,2.37,316.0,0.87,0,1.19,2.39,310.1,0.86
7,Radix,In-Order,2.42,294.4,0.88,0,1.21,2.43,304.7,0.88
